Details,Posting Date,Description,Amount,Category
DEBIT,12/05/2025,WHOLE FOODS MARKET,-49.53,Grocery
DEBIT,12/06/2025,AMAZON MKTPL*FA67H8C,-114.14,Shopping
DEBIT,12/06/2025,COSTCO WHSE #0101,-90.71,Shopping
DEBIT,12/06/2025,TARGET T-2189,-51.2,Shopping
DEBIT,12/07/2025,Amazon.com*8B0IP92E3,-76.69,Shopping
DEBIT,12/07/2025,Amazon.com*8B0IP92E3,-72.46,Shopping
DEBIT,12/07/2025,STARBUCKS STORE 12847,-8.06,Dining
DEBIT,12/07/2025,UBER *TRIP SAN JOSE,-26.93,Transport
DEBIT,12/07/2025,WHOLE FOODS MARKET,-80.35,Grocery
DEBIT,12/07/2025,XFINITY INTERNET,-80,Utilities
DEBIT,12/08/2025,APPLE STORE PALO ALTO,-121.72,Shopping
DEBIT,12/08/2025,Amazon.com*8B0IP92E3,-23.71,Shopping
DEBIT,12/08/2025,DOORDASH INC CA,-19.13,Dining
DEBIT,12/08/2025,NIKE.COM,-109.87,Shopping
DEBIT,12/08/2025,WALGREENS,-22.81,Healthcare
DEBIT,12/08/2025,WHOLE FOODS MARKET,-31.97,Grocery
DEBIT,12/09/2025,BEST BUY #000123,-110.04,Shopping
DEBIT,12/09/2025,COSTCO WHSE #0101,-154.12,Shopping
DEBIT,12/09/2025,SAFEWAY #1831,-84.79,Grocery
DEBIT,12/09/2025,SAFEWAY #1831,-78.82,Grocery
DEBIT,12/09/2025,TARGET T-2189,-37.12,Shopping
DEBIT,12/10/2025,AMAZON MKTPL*FA67H8C,-164.63,Shopping
DEBIT,12/10/2025,AT&T MOBILITY,-75,Utilities
DEBIT,12/10/2025,COSTCO WHSE #0101,-101.29,Shopping
DEBIT,12/10/2025,STARBUCKS STORE 10726,-7.88,Dining
DEBIT,12/10/2025,Zelle payment to FRIEND 3,-34.88,Transfer
DEBIT,12/11/2025,APPLE STORE PALO ALTO,-220.66,Shopping
DEBIT,12/11/2025,BEST BUY #000123,-249.79,Shopping
DEBIT,12/11/2025,SAFEWAY #1831,-29.09,Grocery
DEBIT,12/11/2025,TRADER JOE'S #123,-75.77,Grocery
DEBIT,12/11/2025,UBER *EATS HELP.UBER.COM CA,-12.18,Dining
DEBIT,12/12/2025,AMZN.COM/BILL WA,-20.38,Shopping
DEBIT,12/12/2025,CHIPOTLE 1845 SAN JOSE CA,-11.84,Dining
DEBIT,12/12/2025,COSTCO WHSE #0101,-237.3,Shopping
DEBIT,12/12/2025,NIKE.COM,-118.19,Shopping
DEBIT,12/12/2025,PANDA EXPRESS #221,-12.06,Dining
DEBIT,12/12/2025,TARGET T-2189,-20.11,Shopping
CREDIT,12/12/2025,Zelle payment from FRIEND 8,113.16,Transfer
DEBIT,12/13/2025,AMAZON MKTPL*KC8J13B,-100.4,Shopping
DEBIT,12/13/2025,AMC THEATRES,-24.3,Entertainment
DEBIT,12/13/2025,BART TICKET,-6.68,Transport
DEBIT,12/13/2025,CALTRAIN,-11.21,Transport
DEBIT,12/13/2025,IN-N-OUT BURGER #52,-14.13,Dining
DEBIT,12/13/2025,KAISER PERMANENTE,-117.32,Healthcare
DEBIT,12/14/2025,BEST BUY #000123,-110.73,Shopping
DEBIT,12/14/2025,COSTCO WHSE #0101,-145.25,Shopping
DEBIT,12/14/2025,COSTCO WHSE #0101,-201.53,Shopping
DEBIT,12/14/2025,IN-N-OUT BURGER #52,-12.81,Dining
DEBIT,12/14/2025,STARBUCKS STORE 12847,-8.35,Dining
DEBIT,12/14/2025,TARGET T-2189,-79.33,Shopping
DEBIT,12/15/2025,AMAZON MKTPL*KC8J13B,-81.73,Shopping
DEBIT,12/15/2025,COSTCO WHSE #0101,-191.56,Shopping
DEBIT,12/15/2025,GOOGLE ONE,-2.99,Subscription
DEBIT,12/15/2025,LYFT,-31.3,Transport
DEBIT,12/16/2025,AMAZON MKTPL*KC8J13B,-126.74,Shopping
DEBIT,12/16/2025,AMC THEATRES,-17.74,Entertainment
DEBIT,12/16/2025,CHIPOTLE 1845 SAN JOSE CA,-19.27,Dining
DEBIT,12/16/2025,SAFEWAY #1831,-80.6,Grocery
DEBIT,12/16/2025,TRADER JOE'S #123,-48.35,Grocery
DEBIT,12/17/2025,APPLE STORE PALO ALTO,-194.35,Shopping
DEBIT,12/17/2025,BEST BUY #000123,-168.94,Shopping
DEBIT,12/17/2025,DOORDASH INC CA,-38.58,Dining
DEBIT,12/17/2025,TRADER JOE'S #123,-37.89,Grocery
DEBIT,12/18/2025,NIKE.COM,-117.9,Shopping
DEBIT,12/18/2025,TARGET T-3051,-55.41,Shopping
DEBIT,12/18/2025,UBER *TRIP SAN JOSE,-23.24,Transport
DEBIT,12/19/2025,HILTON HOTELS,-216.45,Travel
DEBIT,12/19/2025,TARGET T-2189,-20.4,Shopping
DEBIT,12/19/2025,TRADER JOE'S #123,-28.35,Grocery
DEBIT,12/20/2025,Amazon.com*8B0IP92E3,-51.39,Shopping
DEBIT,12/20/2025,STARBUCKS STORE 12847,-8.55,Dining
DEBIT,12/20/2025,UNITED AIRLINES,-206.36,Travel
DEBIT,12/20/2025,WL *STEAM PURCHASE,-23.01,Entertainment
DEBIT,12/21/2025,Nintendo 800-2553700,-64.06,Entertainment
DEBIT,12/21/2025,TARGET T-2189,-83.49,Shopping
DEBIT,12/21/2025,TARGET T-2189,-45.7,Shopping
DEBIT,12/22/2025,AMAZON MKTPL*KC8J13B,-90.69,Shopping
DEBIT,12/22/2025,TARGET T-2189,-47.88,Shopping
DEBIT,12/23/2025,COSTCO WHSE #0101,-147.94,Shopping
DEBIT,12/23/2025,DOORDASH INC CA,-19.32,Dining
DEBIT,12/24/2025,AMZN.COM/BILL WA,-75.72,Shopping
DEBIT,12/24/2025,H MART SAN JOSE,-104.64,Grocery
DEBIT,12/24/2025,LYFT,-20.78,Transport
DEBIT,12/24/2025,STARBUCKS STORE 12847,-7.07,Dining
DEBIT,12/25/2025,TARGET T-2189,-76.35,Shopping
DEBIT,12/25/2025,TRADER JOE'S #123,-32.76,Grocery
CREDIT,12/25/2025,Online Transfer from SAV ...2205,1000,Transfer
DEBIT,12/26/2025,Zelle payment to FRIEND 4,-17,Transfer
DEBIT,12/27/2025,SPOTIFY USA,-11.99,Entertainment
DEBIT,12/27/2025,STARBUCKS STORE 10726,-5.41,Dining
DEBIT,12/27/2025,STARBUCKS STORE 12847,-7.08,Dining
DEBIT,12/28/2025,BART TICKET,-5.32,Transport
DEBIT,12/28/2025,CALTRAIN,-10.6,Transport
DEBIT,12/28/2025,CHIPOTLE 1845 SAN JOSE CA,-13.41,Dining
DEBIT,12/28/2025,CHIPOTLE 1845 SAN JOSE CA,-12.29,Dining
DEBIT,12/29/2025,CHICK-FIL-A #0456,-13.88,Dining
DEBIT,12/29/2025,NIKE.COM,-41.35,Shopping
DEBIT,12/30/2025,DOORDASH INC CA,-35,Dining
DEBIT,12/30/2025,STARBUCKS STORE 12847,-6.63,Dining
DEBIT,12/30/2025,UBER *EATS HELP.UBER.COM CA,-36.03,Dining
DEBIT,12/31/2025,STARBUCKS STORE 10726,-7.65,Dining
DEBIT,12/31/2025,TRADER JOE'S #123,-37.77,Grocery
CREDIT,12/31/2025,Zelle payment from FRIEND 9,107.1,Transfer
