Details,Posting Date,Description,Amount,Category
DEBIT,05/02/2025,WHOLE FOODS MARKET,-42.90,Grocery
DEBIT,05/02/2025,CKCD UNIQLO,-408.45,Shopping
DEBIT,05/02/2025,SQ *RAMEN HOUSE LLC,-10.67,Dining
DEBIT,05/02/2025,CHIPOTLE.COM,-5.77,Dining
DEBIT,05/02/2025,TST* ARCO GAS,-3.58,Transport
DEBIT,05/02/2025,CALTRAIN.COM,-3.36,Transport
DEBIT,05/02/2025,CALTRAIN.COM,-3.91,Transport
DEBIT,05/02/2025,RECOLOGY WASTE #38344,-143.57,Utilities
DEBIT,05/03/2025,SQ *WHOLE FOODS MARKET,-46.65,Grocery
DEBIT,05/03/2025,QUEST DIAGNOSTICS LAB,-59.67,Healthcare
DEBIT,05/03/2025,VERIZON WIRELESS.COM,-74.02,Utilities
DEBIT,05/03/2025,py *nytimes digital,-5.17,Subscription
DEBIT,05/03/2025,PAYPAL *SHELL GAS STORE 35495,-11.24,Transport
DEBIT,05/04/2025,TST* TRADER JOES PALO ALTO CA,-79.61,Grocery
DEBIT,05/04/2025,DISNEY PLUS SAN JOSE CA,-6.02,Subscription
DEBIT,05/04/2025,CHEVRON GAS.COM,-49.83,Transport
DEBIT,05/04/2025,GITHUB FREMONT CA,-11.90,Subscription
DEBIT,05/04/2025,HULU STORE 436,-9.93,Subscription
DEBIT,05/04/2025,AT&T WIRELESS INC,-131.96,Utilities
DEBIT,05/04/2025,openai chatgpt inc,-14.58,Subscription
DEBIT,05/04/2025,TONY'S PIZZA,-11.89,Dining
DEBIT,05/04/2025,FIVE GUYS BURGERS,-17.45,Dining
DEBIT,05/04/2025,PHILZ COFFEE DALY CITY CA,-5.05,Dining
DEBIT,05/04/2025,TST* YOUTUBE PREMIUM FREMONT CA,-5.21,Subscription
DEBIT,05/04/2025,SPOTIFY,-7.87,Subscription
CREDIT,05/04/2025,wire transfer store 98470,106.87,Transfer
DEBIT,05/04/2025,CLIPPER TRANSIT,-17.23,Transport
DEBIT,05/04/2025,NINTENDO STORE 30092,-49.09,Entertainment
DEBIT,05/05/2025,BEST BUY.COM,-93.78,Shopping
DEBIT,05/05/2025,BAYVIEW GRILL,-8.35,Dining
DEBIT,05/05/2025,SQ *ICLOUD STORAGE LLC,-10.07,Subscription
DEBIT,05/05/2025,GOLDEN GATE GRILL,-20.43,Dining
DEBIT,05/05/2025,PG&E PAYMENT,-67.43,Utilities
DEBIT,05/05/2025,POS DEBIT EQUITY RESIDENTIAL RENT,-2740.73,Housing
DEBIT,05/06/2025,sq *smart final foods,-123.21,Grocery
DEBIT,05/06/2025,SUSHI HOUSE,-55.54,Dining
DEBIT,05/06/2025,SWEETGREEN SALADS #53513,-17.30,Dining
DEBIT,05/06/2025,CKCD UNIQLO LLC,-16.16,Shopping
DEBIT,05/06/2025,ckcd netflix store 55735,-6.29,Subscription
DEBIT,05/06/2025,AMAZON PRIME MEMBERSHIP,-5.03,Subscription
DEBIT,05/06/2025,BAYVIEW GRILL OAKLAND CA,-24.20,Dining
DEBIT,05/06/2025,BLUE BOTTLE COFFEE LLC,-17.14,Dining
DEBIT,05/06/2025,sq *adobe creative store 36024,-19.56,Subscription
DEBIT,05/06/2025,PY *IN-N-OUT BURGER,-21.34,Dining
DEBIT,05/07/2025,SQ *UBER EATS STORE 52599,-20.55,Dining
DEBIT,05/07/2025,TST* T-MOBILE WIRELESS #14271,-98.22,Utilities
DEBIT,05/07/2025,ALASKA AIRLINES,-444.01,Travel
DEBIT,05/07/2025,SEPHORA BEAUTY INC,-88.00,Shopping
DEBIT,05/07/2025,CKCD VERVE COFFEE,-38.38,Dining
DEBIT,05/07/2025,PAYPAL *HOME DEPOT,-400.60,Shopping
DEBIT,05/07/2025,UBER TRIP #13727,-9.19,Transport
DEBIT,05/07/2025,CLIPPER TRANSIT #63871,-49.82,Transport
DEBIT,05/07/2025,WHOLE FOODS MARKET,-26.66,Grocery
DEBIT,05/08/2025,DAVE AND BUSTERS,-8.05,Entertainment
DEBIT,05/08/2025,BEST BUY,-96.92,Shopping
DEBIT,05/08/2025,SICHUAN KITCHEN.COM,-12.88,Dining
DEBIT,05/08/2025,CKCD CHIPOTLE,-5.05,Dining
DEBIT,05/08/2025,CENTURY THEATRES #62894,-36.31,Entertainment
DEBIT,05/08/2025,THAI KITCHEN STORE 87219,-34.85,Dining
DEBIT,05/08/2025,SOUTHWEST AIRLINES,-761.45,Travel
DEBIT,05/09/2025,GOLDEN GATE GRILL,-37.99,Dining
DEBIT,05/09/2025,SHAKE SHACK,-10.84,Dining
DEBIT,05/09/2025,CHIPOTLE,-60.59,Dining
DEBIT,05/09/2025,TONY'S PIZZA,-41.47,Dining
DEBIT,05/09/2025,PAYPAL *OLD NAVY.COM,-69.70,Shopping
DEBIT,05/09/2025,SAFEWAY BERKELEY CA,-139.09,Grocery
DEBIT,05/10/2025,H MART,-189.61,Grocery
DEBIT,05/10/2025,DOORDASH.COM,-33.67,Dining
DEBIT,05/10/2025,BART,-17.61,Transport
DEBIT,05/11/2025,POS DEBIT CALTRAIN INC,-18.02,Transport
DEBIT,05/11/2025,99 RANCH MARKET,-50.49,Grocery
DEBIT,05/11/2025,SHAKE SHACK,-18.07,Dining
DEBIT,05/11/2025,WHOLE FOODS MARKET LLC,-20.82,Grocery
DEBIT,05/11/2025,H AND M INC,-23.14,Shopping
DEBIT,05/11/2025,NORDSTROM MOUNTAIN VIEW CA,-180.05,Shopping
DEBIT,05/11/2025,H AND M,-181.17,Shopping
DEBIT,05/12/2025,DOORDASH.COM,-46.89,Dining
DEBIT,05/12/2025,POS DEBIT BLUE BOTTLE COFFEE INC,-5.69,Dining
DEBIT,05/12/2025,GROCERY OUTLET LLC,-103.31,Grocery
DEBIT,05/12/2025,CKCD CLIPPER TRANSIT.COM,-81.79,Transport
DEBIT,05/12/2025,SQ *WHOLE FOODS MARKET,-118.82,Grocery
DEBIT,05/12/2025,TST* UBER TRIP,-3.99,Transport
DEBIT,05/13/2025,TST* SAFEWAY SANTA CLARA CA,-68.96,Grocery
DEBIT,05/13/2025,CKCD PHILZ COFFEE.COM,-12.61,Dining
DEBIT,05/13/2025,PAYPAL *VENMO TRANSFER LLC,-882.80,Transfer
DEBIT,05/13/2025,SQ *GROCERY OUTLET.COM,-120.16,Grocery
DEBIT,05/13/2025,PAYPAL *CHEVRON GAS #47341,-68.30,Transport
DEBIT,05/13/2025,TONY'S PIZZA,-57.87,Dining
DEBIT,05/13/2025,PY *LULULEMON,-205.92,Shopping
DEBIT,05/13/2025,POS DEBIT CORNER CAFE,-6.72,Dining
DEBIT,05/13/2025,TST* SPROUTS FARMERS MARKET INC,-114.63,Grocery
DEBIT,05/13/2025,SQ *H AND M,-146.49,Shopping
DEBIT,05/14/2025,GREEN VALLEY GROCERY LLC,-45.60,Grocery
DEBIT,05/14/2025,PAYPAL *PAYPAL TRANSFER INC,-1720.23,Transfer
DEBIT,05/14/2025,TST* STUBHUB TICKETS.COM,-22.34,Entertainment
DEBIT,05/15/2025,SQ *SICHUAN KITCHEN,-62.80,Dining
DEBIT,05/15/2025,PY *SUSHI HOUSE,-37.23,Dining
DEBIT,05/15/2025,PY *NINTENDO,-52.01,Entertainment
DEBIT,05/15/2025,PY *BLUE BOTTLE COFFEE STORE 60318,-7.19,Dining
DEBIT,05/15/2025,IKEA HOME BERKELEY CA,-21.62,Shopping
DEBIT,05/15/2025,PAYPAL *99 RANCH MARKET STORE 22408,-52.50,Grocery
DEBIT,05/15/2025,SHAKE SHACK INC,-21.10,Dining
DEBIT,05/16/2025,TST* PANDA EXPRESS,-15.33,Dining
DEBIT,05/16/2025,VALVOLINE OIL #15675,-36.00,Transport
DEBIT,05/17/2025,SPPLUS PARKING,-4.73,Transport
DEBIT,05/17/2025,VALVOLINE OIL #18135,-4.29,Transport
DEBIT,05/17/2025,BART.COM,-45.96,Transport
DEBIT,05/17/2025,SQ *APPLE STORE INC,-416.74,Shopping
DEBIT,05/17/2025,SEPHORA BEAUTY INC,-361.23,Shopping
DEBIT,05/17/2025,PAYPAL *BAYVIEW GRILL INC,-9.35,Dining
DEBIT,05/18/2025,PAYPAL *CHIPOTLE STORE 42363,-59.09,Dining
DEBIT,05/18/2025,TONY'S PIZZA,-5.05,Dining
DEBIT,05/18/2025,paypal *shell gas,-40.92,Transport
DEBIT,05/18/2025,SOUTHWEST AIRLINES STORE 42867,-454.37,Travel
DEBIT,05/19/2025,SEPHORA BEAUTY LLC,-445.45,Shopping
DEBIT,05/19/2025,CKCD VALVOLINE OIL LLC,-3.17,Transport
DEBIT,05/19/2025,smart final foods.com,-24.82,Grocery
DEBIT,05/19/2025,GRUBHUB LLC,-22.80,Dining
DEBIT,05/19/2025,DAVE AND BUSTERS,-8.93,Entertainment
DEBIT,05/19/2025,ROUND TABLE PIZZA INC,-63.28,Dining
DEBIT,05/20/2025,STARBUCKS INC,-20.55,Dining
DEBIT,05/20/2025,BAYVIEW GRILL INC,-48.14,Dining
CREDIT,05/20/2025,ONLINE TRANSFER STORE 17175,345.66,Transfer
DEBIT,05/20/2025,NIKE.COM,-239.79,Shopping
DEBIT,05/20/2025,TST* ZELLE TRANSFER,-168.02,Transfer
DEBIT,05/20/2025,delta air lines inc,-225.29,Travel
DEBIT,05/20/2025,UNIQLO.COM,-272.19,Shopping
DEBIT,05/20/2025,SEPHORA BEAUTY,-428.73,Shopping
DEBIT,05/20/2025,REI OUTDOOR PALO ALTO CA,-385.96,Shopping
DEBIT,05/20/2025,FOODS CO #92034,-49.92,Grocery
DEBIT,05/20/2025,PY *PEETS COFFEE,-29.26,Dining
DEBIT,05/20/2025,GRUBHUB LLC,-21.48,Dining
DEBIT,05/21/2025,SQ *GRUBHUB,-5.39,Dining
DEBIT,05/21/2025,SHAKE SHACK LLC,-11.97,Dining
DEBIT,05/21/2025,SQ *CHIPOTLE #2619,-38.45,Dining
DEBIT,05/21/2025,CASH APP.COM,-552.09,Transfer
DEBIT,05/21/2025,TAQUERIA EL SOL LLC,-13.84,Dining
DEBIT,05/21/2025,TST* DOORDASH LLC,-49.18,Dining
DEBIT,05/22/2025,CKCD QUEST DIAGNOSTICS LAB INC,-49.41,Healthcare
DEBIT,05/22/2025,SPROUTS FARMERS MARKET LLC,-55.98,Grocery
CREDIT,05/23/2025,ckcd online transfer #74897,1670.99,Transfer
DEBIT,05/23/2025,H MART INC,-23.60,Grocery
DEBIT,05/23/2025,CENTURY THEATRES,-21.92,Entertainment
DEBIT,05/23/2025,MOLLIE STONES MARKET.COM,-87.93,Grocery
DEBIT,05/23/2025,AMAZON LLC,-404.32,Shopping
DEBIT,05/23/2025,GOLDEN GATE GRILL,-47.95,Dining
DEBIT,05/24/2025,PY *NIKE STORE 48680,-39.75,Shopping
DEBIT,05/24/2025,APPLE STORE,-38.31,Shopping
DEBIT,05/24/2025,NORDSTROM STORE 97354,-273.25,Shopping
DEBIT,05/24/2025,99 RANCH MARKET INC,-26.92,Grocery
DEBIT,05/24/2025,SOUTHWEST AIRLINES,-534.67,Travel
DEBIT,05/24/2025,MOLLIE STONES MARKET #47878,-19.16,Grocery
DEBIT,05/25/2025,TOPGOLF,-20.27,Entertainment
DEBIT,05/25/2025,UBER TRIP,-66.40,Transport
DEBIT,05/25/2025,SWEETGREEN SALADS STORE 59062,-15.27,Dining
DEBIT,05/25/2025,PY *BAYVIEW GRILL LLC,-23.96,Dining
DEBIT,05/25/2025,GOLDEN GATE GRILL STORE 96959,-27.40,Dining
DEBIT,05/26/2025,REI OUTDOOR SAN JOSE CA,-18.56,Shopping
DEBIT,05/26/2025,NIJIYA MARKET #48157,-18.04,Grocery
DEBIT,05/26/2025,ckcd sushi house.com,-11.37,Dining
DEBIT,05/26/2025,RAMEN HOUSE,-18.06,Dining
DEBIT,05/26/2025,REI OUTDOOR,-22.70,Shopping
DEBIT,05/26/2025,POS DEBIT WHOLE FOODS MARKET,-18.11,Grocery
DEBIT,05/26/2025,CKCD BLUE BOTTLE COFFEE,-6.47,Dining
DEBIT,05/26/2025,H AND M SAN FRANCISCO CA,-220.74,Shopping
DEBIT,05/27/2025,WAYFAIR HOME,-16.56,Shopping
DEBIT,05/27/2025,SQ *SPPLUS PARKING STORE 69881,-19.08,Transport
DEBIT,05/27/2025,SUNRISE CAFE INC,-20.27,Dining
CREDIT,05/27/2025,PY *PAYPAL TRANSFER LLC,1870.80,Transfer
DEBIT,05/27/2025,H AND M LLC,-40.57,Shopping
DEBIT,05/28/2025,QUEST DIAGNOSTICS LAB.COM,-264.35,Healthcare
DEBIT,05/28/2025,CHEVRON GAS,-47.37,Transport
DEBIT,05/28/2025,PY *UNIQLO,-174.11,Shopping
DEBIT,05/28/2025,WAYFAIR HOME,-16.95,Shopping
DEBIT,05/28/2025,BLAZE PIZZA.COM,-16.95,Dining
DEBIT,05/28/2025,SQ *SAFEWAY,-182.05,Grocery
DEBIT,05/28/2025,VALVOLINE OIL,-42.06,Transport
DEBIT,05/29/2025,PY *SICHUAN KITCHEN LLC,-10.36,Dining
DEBIT,05/29/2025,amc theatres inc,-46.30,Entertainment
DEBIT,05/29/2025,PY *REI OUTDOOR INC,-110.95,Shopping
DEBIT,05/29/2025,PAYPAL *FOODS CO INC,-159.10,Grocery
DEBIT,05/29/2025,IN-N-OUT BURGER MOUNTAIN VIEW CA,-29.00,Dining
DEBIT,05/29/2025,MACYS #14178,-230.66,Shopping
DEBIT,05/29/2025,PEETS COFFEE LLC,-54.92,Dining
DEBIT,05/29/2025,PAYPAL *SPROUTS FARMERS MARKET,-174.38,Grocery
DEBIT,05/29/2025,OLD NAVY STORE 44817,-124.69,Shopping
DEBIT,05/29/2025,REI OUTDOOR #97860,-143.57,Shopping
DEBIT,05/30/2025,SPROUTS FARMERS MARKET.COM,-18.02,Grocery
DEBIT,05/30/2025,STARBUCKS INC,-8.13,Dining
DEBIT,05/30/2025,LUCKY SUPERMARKET SAN FRANCISCO CA,-118.40,Grocery
DEBIT,05/30/2025,POS DEBIT WHOLE FOODS MARKET,-125.27,Grocery
DEBIT,05/30/2025,CKCD REI OUTDOOR,-220.83,Shopping
DEBIT,05/30/2025,IKEA HOME,-106.56,Shopping
DEBIT,05/30/2025,BEST BUY,-352.47,Shopping
DEBIT,05/30/2025,PAYPAL *AMC THEATRES.COM,-9.97,Entertainment
DEBIT,05/30/2025,SQ *PHILZ COFFEE LLC,-13.70,Dining
DEBIT,05/31/2025,TST* NIJIYA MARKET LLC,-132.34,Grocery
DEBIT,05/31/2025,PY *BAYVIEW GRILL INC,-32.32,Dining
DEBIT,05/31/2025,SMART FINAL FOODS STORE 43788,-31.89,Grocery
DEBIT,05/31/2025,SWEETGREEN SALADS.COM,-5.23,Dining
DEBIT,05/31/2025,PEETS COFFEE #33424,-48.26,Dining
DEBIT,05/31/2025,POS DEBIT TRADER JOES PALO ALTO CA,-26.16,Grocery
DEBIT,05/31/2025,POS DEBIT OLD NAVY OAKLAND CA,-212.57,Shopping
DEBIT,06/01/2025,panda express store 89755,-7.44,Dining
DEBIT,06/01/2025,VENMO TRANSFER INC,-55.77,Transfer
DEBIT,06/01/2025,THAI KITCHEN INC,-16.64,Dining
DEBIT,06/01/2025,ROUND TABLE PIZZA #44044,-61.30,Dining
DEBIT,06/01/2025,NORDSTROM INC,-289.44,Shopping
DEBIT,06/01/2025,WIRE TRANSFER.COM,-25.89,Transfer
DEBIT,06/01/2025,OLD NAVY INC,-361.68,Shopping
DEBIT,06/01/2025,SHELL GAS,-52.77,Transport
DEBIT,06/02/2025,RECOLOGY WASTE.COM,-201.64,Utilities
DEBIT,06/02/2025,CKCD GITHUB,-25.12,Subscription
DEBIT,06/02/2025,BERKELEY BOWL MARKET,-18.13,Grocery
DEBIT,06/02/2025,TST* SMART FINAL FOODS INC,-51.54,Grocery
DEBIT,06/02/2025,PY *PAYPAL TRANSFER,-356.21,Transfer
DEBIT,06/03/2025,VERIZON WIRELESS INC,-155.02,Utilities
DEBIT,06/03/2025,AT&T WIRELESS INC,-82.58,Utilities
DEBIT,06/03/2025,UBER TRIP,-30.86,Transport
DEBIT,06/03/2025,CKCD LENSCRAFTERS VISION,-475.04,Healthcare
DEBIT,06/03/2025,PAYPAL *YOUTUBE PREMIUM #49814,-24.73,Subscription
DEBIT,06/03/2025,GOLDEN GATE GRILL INC,-16.46,Dining
DEBIT,06/03/2025,CKCD NYTIMES DIGITAL LLC,-17.41,Subscription
DEBIT,06/03/2025,NIJIYA MARKET LLC,-18.02,Grocery
DEBIT,06/03/2025,SQ *STARBUCKS STORE 73650,-12.56,Dining
DEBIT,06/03/2025,POS DEBIT PHILZ COFFEE INC,-6.69,Dining
DEBIT,06/03/2025,PY *XBOX GAMES STORE 19327,-20.41,Entertainment
DEBIT,06/03/2025,PY *CHIPOTLE LLC,-39.31,Dining
DEBIT,06/04/2025,JOE'S CAFE STORE 1951,-28.97,Dining
DEBIT,06/04/2025,NORDSTROM,-314.60,Shopping
DEBIT,06/04/2025,POS DEBIT ADOBE CREATIVE #6172,-5.07,Subscription
DEBIT,06/04/2025,PAYPAL *SPOTIFY.COM,-13.35,Subscription
DEBIT,06/04/2025,NORDSTROM LLC,-30.97,Shopping
DEBIT,06/04/2025,HOME DEPOT,-17.01,Shopping
DEBIT,06/04/2025,CKCD H MART,-141.55,Grocery
DEBIT,06/04/2025,EQUITY RESIDENTIAL RENT INC,-2590.57,Housing
DEBIT,06/05/2025,POS DEBIT WHOLE FOODS MARKET,-86.93,Grocery
DEBIT,06/05/2025,HULU.COM,-15.46,Subscription
DEBIT,06/05/2025,HOME DEPOT,-90.13,Shopping
DEBIT,06/05/2025,POS DEBIT STEAM GAMES,-27.44,Entertainment
DEBIT,06/05/2025,CKCD OLD NAVY,-256.16,Shopping
DEBIT,06/05/2025,BAYVIEW GRILL,-13.45,Dining
DEBIT,06/05/2025,FIVE GUYS BURGERS #68142,-52.95,Dining
DEBIT,06/05/2025,ICLOUD STORAGE LLC,-17.58,Subscription
DEBIT,06/05/2025,PY *AMAZON PRIME MEMBERSHIP DALY CITY CA,-9.11,Subscription
DEBIT,06/05/2025,CKCD SPPLUS PARKING,-53.59,Transport
CREDIT,06/05/2025,CASH APP STORE 12419,368.53,Transfer
DEBIT,06/05/2025,NETFLIX INC,-5.02,Subscription
DEBIT,06/06/2025,OPENAI CHATGPT MOUNTAIN VIEW CA,-17.25,Subscription
DEBIT,06/06/2025,PY *TARGET #81777,-343.09,Shopping
DEBIT,06/06/2025,paypal *pg&e payment inc,-31.57,Utilities
DEBIT,06/06/2025,APPLE STORE STORE 32645,-33.37,Shopping
DEBIT,06/07/2025,ARCO GAS INC,-84.34,Transport
DEBIT,06/07/2025,TST* BLAZE PIZZA,-9.42,Dining
DEBIT,06/07/2025,SQ *T-MOBILE WIRELESS,-114.48,Utilities
DEBIT,06/07/2025,DISNEY PLUS STORE 44117,-26.21,Subscription
DEBIT,06/07/2025,SPPLUS PARKING #60895,-77.72,Transport
DEBIT,06/07/2025,taqueria el sol store 93835,-5.39,Dining
DEBIT,06/07/2025,CASH APP LLC,-815.10,Transfer
DEBIT,06/08/2025,tst* golden gate grill fremont ca,-28.37,Dining
DEBIT,06/08/2025,CKCD STEAM GAMES #39949,-13.10,Entertainment
DEBIT,06/08/2025,NIJIYA MARKET,-100.95,Grocery
DEBIT,06/08/2025,BERKELEY BOWL MARKET,-26.46,Grocery
DEBIT,06/08/2025,SUTTER HEALTH INC,-327.95,Healthcare
DEBIT,06/08/2025,PANDA EXPRESS,-37.54,Dining
DEBIT,06/08/2025,ckcd 99 ranch market store 13773,-76.35,Grocery
DEBIT,06/08/2025,TST* SOUTHWEST AIRLINES,-1281.59,Travel
DEBIT,06/08/2025,MOLLIE STONES MARKET PALO ALTO CA,-164.68,Grocery
DEBIT,06/09/2025,SUSHI HOUSE STORE 28166,-11.18,Dining
DEBIT,06/09/2025,SAFEWAY,-87.74,Grocery
DEBIT,06/09/2025,PAYPAL *SWEETGREEN SALADS,-55.06,Dining
DEBIT,06/09/2025,TONY'S PIZZA INC,-9.31,Dining
DEBIT,06/09/2025,SUNRISE CAFE LLC,-5.40,Dining
DEBIT,06/10/2025,NORDSTROM #80265,-109.55,Shopping
DEBIT,06/10/2025,XBOX GAMES #37847,-14.70,Entertainment
DEBIT,06/10/2025,SQ *UNIQLO,-141.17,Shopping
DEBIT,06/10/2025,TST* GRUBHUB,-7.60,Dining
DEBIT,06/11/2025,WHOLE FOODS MARKET INC,-109.42,Grocery
DEBIT,06/11/2025,BLUE BOTTLE COFFEE,-55.85,Dining
DEBIT,06/12/2025,CKCD TICKETMASTER EVENTS.COM,-45.65,Entertainment
DEBIT,06/12/2025,WAYFAIR HOME.COM,-142.03,Shopping
DEBIT,06/12/2025,tst* 99 ranch market #87428,-97.96,Grocery
DEBIT,06/13/2025,XBOX GAMES OAKLAND CA,-10.89,Entertainment
DEBIT,06/13/2025,WALGREENS PHARMACY LLC,-432.71,Healthcare
DEBIT,06/14/2025,SMART FINAL FOODS.COM,-139.77,Grocery
DEBIT,06/14/2025,PANDA EXPRESS FREMONT CA,-8.41,Dining
DEBIT,06/14/2025,PY *UBER EATS LLC,-19.64,Dining
DEBIT,06/14/2025,ROUND TABLE PIZZA,-22.89,Dining
DEBIT,06/15/2025,PAYPAL *PEETS COFFEE,-30.76,Dining
DEBIT,06/15/2025,PAYPAL *SHAKE SHACK,-46.59,Dining
DEBIT,06/15/2025,FIVE GUYS BURGERS,-5.86,Dining
DEBIT,06/15/2025,APPLE STORE.COM,-108.92,Shopping
DEBIT,06/15/2025,STUBHUB TICKETS STORE 56017,-56.50,Entertainment
DEBIT,06/15/2025,SQ *BEST BUY INC,-24.38,Shopping
CREDIT,06/15/2025,CKCD PAYPAL TRANSFER #94772,941.52,Transfer
DEBIT,06/15/2025,STUBHUB TICKETS.COM,-8.02,Entertainment
DEBIT,06/16/2025,POS DEBIT VENMO TRANSFER.COM,-962.53,Transfer
DEBIT,06/16/2025,GRUBHUB STORE 29564,-36.34,Dining
DEBIT,06/16/2025,CKCD SPROUTS FARMERS MARKET.COM,-170.37,Grocery
DEBIT,06/17/2025,TARGET,-157.79,Shopping
DEBIT,06/17/2025,ROUND TABLE PIZZA INC,-5.00,Dining
DEBIT,06/17/2025,JOE'S CAFE LLC,-13.25,Dining
DEBIT,06/18/2025,GROCERY OUTLET,-45.69,Grocery
DEBIT,06/18/2025,SHAKE SHACK #34392,-23.84,Dining
DEBIT,06/18/2025,H MART STORE 9079,-117.93,Grocery
DEBIT,06/18/2025,QUEST DIAGNOSTICS LAB INC,-50.67,Healthcare
DEBIT,06/18/2025,FOODS CO #8702,-18.39,Grocery
DEBIT,06/19/2025,TONY'S PIZZA INC,-22.82,Dining
DEBIT,06/19/2025,SQ *BAYVIEW GRILL,-20.05,Dining
DEBIT,06/19/2025,POS DEBIT REI OUTDOOR LLC,-390.07,Shopping
DEBIT,06/19/2025,POS DEBIT FOODS CO,-32.35,Grocery
DEBIT,06/20/2025,BLAZE PIZZA BERKELEY CA,-23.67,Dining
DEBIT,06/20/2025,UBER TRIP STORE 98558,-31.52,Transport
DEBIT,06/20/2025,SQ *GREEN VALLEY GROCERY,-21.53,Grocery
DEBIT,06/20/2025,CKCD MACYS,-371.43,Shopping
DEBIT,06/20/2025,PY *SHELL GAS,-4.57,Transport
DEBIT,06/20/2025,POS DEBIT H MART STORE 9053,-18.02,Grocery
DEBIT,06/20/2025,BAYVIEW GRILL LLC,-16.44,Dining
DEBIT,06/20/2025,CKCD ARCO GAS SAN JOSE CA,-3.01,Transport
DEBIT,06/20/2025,ARCO GAS,-71.45,Transport
DEBIT,06/21/2025,JOE'S CAFE,-36.05,Dining
DEBIT,06/21/2025,BAYVIEW GRILL #706,-7.55,Dining
DEBIT,06/21/2025,CLIPPER TRANSIT BERKELEY CA,-21.00,Transport
DEBIT,06/21/2025,TST* SPROUTS FARMERS MARKET STORE 68311,-24.99,Grocery
DEBIT,06/21/2025,PAYPAL *BAYVIEW GRILL.COM,-29.99,Dining
DEBIT,06/21/2025,H AND M MOUNTAIN VIEW CA,-15.09,Shopping
DEBIT,06/21/2025,SEPHORA BEAUTY INC,-190.09,Shopping
DEBIT,06/22/2025,CKCD NIKE LLC,-34.18,Shopping
DEBIT,06/22/2025,DOORDASH.COM,-28.22,Dining
DEBIT,06/22/2025,GREEN VALLEY GROCERY SUNNYVALE CA,-26.90,Grocery
DEBIT,06/22/2025,BAYVIEW GRILL,-55.21,Dining
DEBIT,06/22/2025,LULULEMON,-323.73,Shopping
DEBIT,06/23/2025,REGAL CINEMAS,-13.39,Entertainment
DEBIT,06/23/2025,POS DEBIT DAVE AND BUSTERS LLC,-44.34,Entertainment
DEBIT,06/23/2025,TST* IN-N-OUT BURGER OAKLAND CA,-33.57,Dining
DEBIT,06/23/2025,PY *MACYS LLC,-125.52,Shopping
DEBIT,06/23/2025,TST* UBER EATS FREMONT CA,-23.88,Dining
DEBIT,06/24/2025,steam games,-30.66,Entertainment
DEBIT,06/24/2025,CKCD TRADER JOES.COM,-19.87,Grocery
DEBIT,06/24/2025,UBER EATS,-27.76,Dining
DEBIT,06/24/2025,GREEN VALLEY GROCERY,-114.99,Grocery
DEBIT,06/24/2025,CKCD PAYPAL TRANSFER INC,-94.24,Transfer
DEBIT,06/24/2025,PLAYSTATION STORE,-16.42,Entertainment
DEBIT,06/24/2025,py *clipper transit llc,-24.26,Transport
DEBIT,06/25/2025,POS DEBIT VALVOLINE OIL INC,-2.17,Transport
DEBIT,06/25/2025,amazon llc,-234.12,Shopping
DEBIT,06/25/2025,PAYPAL TRANSFER.COM,-1331.49,Transfer
DEBIT,06/25/2025,WAYFAIR HOME #41329,-171.89,Shopping
DEBIT,06/25/2025,POS DEBIT SWEETGREEN SALADS #87328,-29.99,Dining
DEBIT,06/25/2025,STUBHUB TICKETS LLC,-14.88,Entertainment
DEBIT,06/25/2025,PAYPAL *TOPGOLF,-38.92,Entertainment
DEBIT,06/25/2025,POS DEBIT H MART INC,-191.84,Grocery
DEBIT,06/26/2025,PY *REI OUTDOOR,-124.54,Shopping
DEBIT,06/26/2025,BEST BUY SAN FRANCISCO CA,-57.37,Shopping
DEBIT,06/26/2025,MARRIOTT HOTELS STORE 13791,-610.03,Travel
DEBIT,06/26/2025,CKCD UBER TRIP LLC,-83.72,Transport
DEBIT,06/26/2025,ROUND TABLE PIZZA,-22.18,Dining
DEBIT,06/26/2025,STARBUCKS LLC,-62.80,Dining
DEBIT,06/26/2025,FIVE GUYS BURGERS,-40.74,Dining
DEBIT,06/26/2025,STUBHUB TICKETS LLC,-13.74,Entertainment
DEBIT,06/27/2025,ROUND TABLE PIZZA LLC,-61.80,Dining
DEBIT,06/27/2025,CKCD TAQUERIA EL SOL #6628,-6.52,Dining
DEBIT,06/27/2025,TST* STUBHUB TICKETS LLC,-63.04,Entertainment
DEBIT,06/27/2025,COSTCO,-256.81,Shopping
DEBIT,06/27/2025,SQ *GRUBHUB,-6.12,Dining
DEBIT,06/28/2025,ckcd ac transit,-33.41,Transport
DEBIT,06/29/2025,SEPHORA BEAUTY LLC,-265.93,Shopping
DEBIT,06/29/2025,STUBHUB TICKETS #96946,-8.12,Entertainment
DEBIT,06/29/2025,CKCD SICHUAN KITCHEN,-18.71,Dining
DEBIT,06/29/2025,SPPLUS PARKING,-33.89,Transport
DEBIT,06/29/2025,DOORDASH,-24.87,Dining
DEBIT,06/29/2025,HERTZ RENTAL INC,-516.84,Travel
DEBIT,06/29/2025,REI OUTDOOR.COM,-15.08,Shopping
DEBIT,06/29/2025,ALASKA AIRLINES #30484,-1179.03,Travel
DEBIT,06/29/2025,PHILZ COFFEE INC,-64.73,Dining
